"Name","Internal name","Type","Description","Group name","Form field","Options","Read only value","Read only definition","Calculated","External options","Deleted","HubSpot defined","Created user","Usages","Fill rate","Last Updated Time","Update Source"
"Latest time in ""Pitch (Ads and Other)""","hs_v2_latest_time_in_544672","number","The total time in seconds spent by the deal in the 'Pitch' stage, 'Ads and Other' pipeline since it last entered this stage","ads&others","false","","true","true","false","false","false","true","HubSpot","","14.18%","2/3/26 4:59 PM CST","HubSpot Calculation"
"Latest time in ""Qualifying & Discovery (Ads and Other)""","hs_v2_latest_time_in_544674","number","The total time in seconds spent by the deal in the 'Qualifying & Discovery' stage, 'Ads and Other' pipeline since it last entered this stage","ads&others","false","","true","true","false","false","false","true","HubSpot","","17.26%","2/3/26 4:59 PM CST","HubSpot Calculation"
"Latest time in ""Closed won (Ads and Other)""","hs_v2_latest_time_in_544675","number","The total time in seconds spent by the deal in the 'Closed won' stage, 'Ads and Other' pipeline since it last entered this stage","ads&others","false","","true","true","false","false","false","true","HubSpot","","0.41%","8/18/25 11:53 AM CDT","HubSpot Calculation"
"Latest time in ""Closed lost (Ads and Other)""","hs_v2_latest_time_in_544676","number","The total time in seconds spent by the deal in the 'Closed lost' stage, 'Ads and Other' pipeline since it last entered this stage","ads&others","false","","true","true","false","false","false","true","HubSpot","","1.1%","12/2/25 9:40 AM CST","HubSpot Calculation"
"Latest time in ""Contract Sent (Ads and Other)""","hs_v2_latest_time_in_59159965","number","The total time in seconds spent by the deal in the 'Contract Sent' stage, 'Ads and Other' pipeline since it last entered this stage","ads&others","false","","true","true","false","false","false","true","HubSpot","","7.76%","2/5/26 11:54 AM CST","HubSpot Calculation"
"Channel Attribution","channel_attribution","enumeration"," A workflow populates this drop-down property on deals based on their Marketing Attribution value, assigning Marketing or Sales channels accordingly.","analyticsinformation","true","Marketing; Sales; No Data","false","false","false","false","false","false","Nay Luchetti","Inbounddb lists (1); Automation platform flow (4); Report (6)","39.83%","1/27/26 4:39 PM CST","Workflow"
"Campaign of last booking in meetings tool","engagements_last_meeting_booked_campaign","string","This UTM parameter shows which marketing campaign (e.g. a specific email) referred an associated contact to the meetings tool for their most recent booking. This property is only populated when you add tracking parameters to your meeting link.","analyticsinformation","false","","true","true","false","false","false","true","HubSpot","Sales view (22); Properties v3 card (1)","0%","",""
"Medium of last booking in meetings tool","engagements_last_meeting_booked_medium","string","This UTM parameter shows which channel (e.g. email) referred an associated contact to the meetings tool for their most recent booking. This property is only populated when you add tracking parameters to your meeting link.","analyticsinformation","false","","true","true","false","false","false","true","HubSpot","Properties v3 card (1)","0%","",""
"Source of last booking in meetings tool","engagements_last_meeting_booked_source","string","This UTM parameter shows which site (e.g. Twitter) referred an associated contact to the meetings tool for their most recent booking. This property is only populated when you add tracking parameters to your meeting link. ","analyticsinformation","false","","true","true","false","false","false","true","HubSpot","Properties v3 card (1)","0%","",""
"First Engagement - from contact","first_engagement___from_contact","enumeration","","analyticsinformation","false","Call (CALL); Conversation session (CONVERSATION_SESSION); Email (EMAIL); Meeting (MEETING_EVENT); Task (TASK)","true","false","true","false","false","false","Nay Luchetti","Sales view (4)","54.61%","2/9/26 7:32 AM CST","HubSpot Calculation"
"Latest Traffic Source","hs_analytics_latest_source","enumeration","Source for the contact either directly or indirectly associated with the last session activity for this deal","analyticsinformation","false","Organic Search (ORGANIC_SEARCH); Paid Search (PAID_SEARCH); Email Marketing (EMAIL_MARKETING); Organic Social (SOCIAL_MEDIA); Referrals (REFERRALS); Other Campaigns (OTHER_CAMPAIGNS); Direct Traffic (DIRECT_TRAFFIC); Offline Sources (OFFLINE); Paid Social (PAID_SOCIAL); AI Referrals (AI_REFERRALS)","true","true","true","false","false","true","HubSpot","Sales view (9); Properties v3 card (1)","96.05%","2/5/26 11:36 AM CST","HubSpot Calculation"
"Latest Traffic Source Data 1","hs_analytics_latest_source_data_1","string","Additional source details of the last session attributed to any contacts that are directly or indirectly associated with this deal","analyticsinformation","false","","true","true","true","false","false","true","HubSpot","Sales view (9); Properties v3 card (1)","96.05%","2/10/26 8:51 AM CST","HubSpot Calculation"
"Latest Traffic Source Data 2","hs_analytics_latest_source_data_2","string","Additional source details of the last session attributed to any contacts that are directly or indirectly associated with this deal","analyticsinformation","false","","true","true","true","false","false","true","HubSpot","Sales view (1); Properties v3 card (1)","55.81%","2/10/26 8:51 AM CST","HubSpot Calculation"
"Latest Traffic Source Timestamp","hs_analytics_latest_source_timestamp","datetime","Timestamp of when latest source occurred for either a directly or indirectly associated contact","analyticsinformation","false","","true","true","true","false","false","true","HubSpot","Sales view (1); Properties v3 card (1)","94.86%","2/10/26 4:36 PM CST","HubSpot Calculation"
"Original Traffic Source","hs_analytics_source","enumeration","Original source for the contact with the earliest activity for this deal.","analyticsinformation","false","Organic Search (ORGANIC_SEARCH); Paid Search (PAID_SEARCH); Email Marketing (EMAIL_MARKETING); Organic Social (SOCIAL_MEDIA); Referrals (REFERRALS); Other Campaigns (OTHER_CAMPAIGNS); Direct Traffic (DIRECT_TRAFFIC); Offline Sources (OFFLINE); Paid Social (PAID_SOCIAL); AI Referrals (AI_REFERRALS)","false","true","false","false","false","true","HubSpot","Automation platform flow (3); Report (1); Data sync mapping (1); Sales view (31); Properties v3 card (1)","95.78%","2/5/26 11:35 AM CST","Deals"
"Original Traffic Source Drill-Down 1","hs_analytics_source_data_1","string","Additional information about the original source for the associated contact, or associated company if there is no contact, with the oldest value for the Time first seen property.","analyticsinformation","false","","true","true","false","false","false","true","HubSpot","Sales view (32); Properties v3 card (1)","95.73%","2/5/26 11:35 AM CST","Deals"
"Original Traffic Source Drill-Down 2","hs_analytics_source_data_2","string","Additional information about the original source for the associated contact, or associated company if there is no contact, with the oldest value for the Time first seen property.","analyticsinformation","false","","true","true","false","false","false","true","HubSpot","Sales view (24); Properties v3 card (1)","84.17%","2/5/26 11:35 AM CST","Deals"
"Record source detail 1","hs_object_source_detail_1","string","First level of detail on how this record was created.","analyticsinformation","false","","true","true","false","false","false","true","HubSpot","Dataset (1); Sales view (32); Properties v3 card (1)","1.19%","1/27/26 10:56 AM CST","HubSpot Processing"
"Record source detail 2","hs_object_source_detail_2","string","Second level of detail on how this record was created.","analyticsinformation","false","","true","true","false","false","false","true","HubSpot","Dataset (1); Sales view (2); Properties v3 card (1)","0.41%","12/29/25 9:32 AM CST","HubSpot Processing"
"Record source detail 3","hs_object_source_detail_3","string","Third level of detail on how this record was created.","analyticsinformation","false","","true","true","false","false","false","true","HubSpot","Dataset (1); Sales view (2); Properties v3 card (1)","0%","3/14/25 1:33 PM CDT","Record Merge"
"Record source","hs_object_source_label","enumeration","How this record was created.","analyticsinformation","false","","true","true","false","true","false","true","HubSpot","Inbounddb lists (1); Automation platform flow (1); Report (30); Dataset (1); Sales view (34); Properties v3 card (1)","99.86%","2/5/26 11:35 AM CST","CRM UI"
"🧑‍💼 Agency Website Domain (Example: pray.com)","agency_website_domain__example__pray_com_","string","This property indicates whether there is any agency associated with the deal. 

If a company associated with the deal has the “Agency” designation, a workflow will transfer that information from the company to this deal property. 

If there is no Agency Company associated with this deal, but there is an Agency involved in the negotiation, the operator can input the Agency Website Domain, allowing HubSpot to trigger a workflow that will create the necessary associations and establish a new company.

PS: A domain name consists of labels separated by dots.
Each label can have 1 to 63 characters, letters, numbers, or hyphens.
The last label must be 2 to 63 letters long.","associations_","true","","false","false","false","false","false","false","Nay Luchetti","Automation platform flow (2); Flow action (1); Sales view (22); Dependent conditional field (3); Properties v3 card (1); Controlling pipeline stage field (3)","0.64%","12/11/25 4:09 PM CST","Workflow"
"🧑‍💼 Associated Agency Company Name","associated_agency_company_name","string","This property is synchronized with the Company Name field of the most recent company associated with this deal, which has the “Agency"" label on it. 
The Associated Agency Company Name field has been created to eliminate the need to inquire about any Agency Companies that may need to be associated with this deal. Once this field is populated using HubSpot calculations, the “Agency Company Website Domain” will no longer be asked for the AEs.","associations_","false","","true","false","true","false","false","false","Nay Luchetti","Automation platform flow (2)","0.6%","1/21/26 8:14 AM CST","HubSpot Calculation"
"💳 Associated Billing Contact Email","associated_billing_contact_email","string","This property is synchronized with the Contact Email field of the most recent contact associated with this deal, which has the “Billing Contact” label. 
The Billing Contact Email is created to ensure that this deal has the Billing Contact associated with it when it reaches a specific stage. To fill this property, the deal’s owner must associate at least one contact with the 💳 Billing label.","associations_","false","","true","false","true","false","false","false","Nay Luchetti","Automation platform flow (4)","4.36%","2/2/26 10:10 AM CST","HubSpot Calculation"
"🧒 Associated Child Company Name","associated_child_company_name","string","This property is synchronized with the Company Name field of the most recent company associated with this deal with the ""Child"" label on it. 
The Associated Child Company Name field has been created to eliminate the need to inquire about any Child Companies that may need to be associated with this deal. Once this field is populated using HubSpot calculations, the “Child Company Website Domain” will no longer be asked for the AEs.","associations_","false","","true","false","true","false","false","false","Nay Luchetti","Automation platform flow (4)","0.6%","1/21/26 8:14 AM CST","HubSpot Calculation"
"Associated Contact Record ID","associated_contact_record_id","number","","associations_","false","","true","false","true","false","false","false","Nay Luchetti","","90.04%","2/10/26 8:50 AM CST","HubSpot Calculation"
"Associated Deal Stage","associated_deal_stage","enumeration","A calculated property that mirrors the deal stage from the most recent deal linked to the contact.","associations_","false","","true","false","true","true","false","false","Nay Luchetti","","7.89%","1/27/26 12:07 PM CST","HubSpot Calculation"
"Associated Inbound Lead Stage","associated_inbound_lead_stage","enumeration","","associations_","false","","true","false","true","true","false","false","Nay Luchetti","Inbounddb lists (2); Automation platform flow (1); Sales view (19)","1.47%","12/31/25 6:08 PM CST","HubSpot Calculation"
"🔑 Associated Key Manager Email","associated_key_manager_email","string","This property is synchronized with the Contact Email field of the most recent contact associated with this deal, which has the “Key Manager” label. 
The Key Manager Email is created to ensure that this deal has the Champion Contact associated with it when it reaches a specific stage. To fill this property, the deal’s owner must associate at least one contact with the 🔑 Key Manager","associations_","false","","true","false","true","false","false","false","Nay Luchetti","Automation platform flow (4)","5.78%","2/2/26 10:10 AM CST","HubSpot Calculation"
"Associated Lead Record ID On Primary Contact","associated_lead_record_id_on_primary_contact","number","","associations_","false","","false","false","false","false","false","false","Nay Luchetti","Automation platform flow (1); Flow action (1)","11.24%","2/4/26 1:08 PM CST","Workflow"
"Leader Name (Sync from association)","associated_leader_name","string","This property is synchronized with the Name field of the most recent Leader associated with this deal.
The Associated Leader Name property ensures a Leader is tied to this negotiation if this involves a current leader. 
To populate this property, the deal’s owner must associate a Leader with the deal.","associations_","false","","true","false","true","false","false","false","Nay Luchetti","Automation platform flow (2); Report (3); Dataset (1); Sales view (22); Pipeline object tag (1)","11.61%","2/5/26 8:34 AM CST","HubSpot Calculation"
"Associated Leader Website (Property sync)","associated_leader_website__property_sync_","string","","associations_","false","","true","false","true","false","false","false","Nay Luchetti","Automation platform flow (1)","4.31%","2/9/26 7:12 AM CST","HubSpot Calculation"
"🕓 Associated Previous Deal Name","associated_previous_deal_name","string","This property is synchronized with the Deal Name field of the most recent deal associated with this deal, which has the “Previous Deal” label. 
The  Associated Previous Deal Name is created to ensure that this deal has the Previous Deal associated with when it’s an expansion, downgrade, or churn negotiation. To fill this property, the deal’s owner must associate a deal with the 🕓 Previous Deal label.","associations_","false","","true","false","true","false","false","false","Nay Luchetti","Automation platform flow (3); Report (1); Pipeline object tag (1)","2.43%","12/18/25 7:57 PM CST","HubSpot Calculation"
"Associated Company Domain","associated_primary_company_domain","string","","associations_","false","","true","false","true","false","false","false","Nay Luchetti","Inbounddb lists (1); Properties v3 card (1)","83.66%","2/5/26 11:35 AM CST","HubSpot Calculation"
"💳 Billing Contact Email","billing_contact_email","string","This property indicates whether there is any Billing Contact associated with the deal. 

If a contact linked to the deal has the “Billing Contact” label, a workflow will copy that information from this contact to the deal property.

Suppose there is no Billing Contact associated with this deal. In that case, the operator can input the Billing Contact Email, allowing HubSpot to trigger a workflow that will create the necessary associations and establish a new contact if there isn’t one.


PS: 
The email must have a username, an ‘@’ symbol, and a domain.
The username can include letters, numbers, and special characters.
The domain must have a name and a valid extension.","associations_","true","","false","false","false","false","false","false","Andrea Laurent","Automation platform flow (4); Flow action (1); Dependent conditional field (3); Properties v3 card (2); Controlling pipeline stage field (3)","4.77%","2/2/26 10:09 AM CST","CRM UI"
"🏆 Associated Champion Contact Email","champion_contact_email","string","This property is synchronized with the Contact Email field of the most recent contact associated with this deal, which has the “Champion” label. 
The Champion Contact Email is created to ensure that this deal has the Champion Contact associated with it when it reaches a specific stage. To fill this property, the deal’s owner must associate at least one contact with the 🏆 Champion label.","associations_","false","","true","false","true","false","false","false","Nay Luchetti","","0.37%","12/15/25 1:24 PM CST","HubSpot Calculation"
